income,race,marital_status,loan_approved
40.07117960192897,Hispanic,Married,0
17.046831125843454,Hispanic,Divorced,0
45.1518622083576,Hispanic,Divorced,0
43.996681564342175,Hispanic,Divorced,0
56.12590047315717,Asian,Single,0
41.19789386387567,White,Married,0
47.047951351810205,White,Divorced,1
33.88624095176094,Asian,Single,0
69.7951329605663,Black,Married,1
66.40729256274848,Black,Single,0
34.268304855537075,Hispanic,Single,0
62.98476818382042,Other,Single,0
48.526951705320975,Hispanic,Married,0
46.975155242041716,Black,Divorced,0
41.7490353191916,Other,Divorced,0
44.077370568678504,Asian,Married,0
39.97655070526745,Black,Single,0
36.93875677327094,Black,Married,1
63.73048768106494,Hispanic,Married,0
47.013015926356815,Other,Divorced,1
30.136081911077547,White,Divorced,0
46.79763301888834,Black,Married,1
52.67345519307585,Hispanic,Divorced,0
67.33775034488882,Hispanic,Divorced,0
52.96290854305972,Asian,Divorced,1
28.206964345092544,Asian,Married,1
54.515278932552555,Other,Married,1
73.90689528755736,Black,Single,0
67.04599792406675,Black,Single,0
62.40893785395477,White,Divorced,1
64.8494304768932,Other,Single,0
74.33350521845368,Other,Single,1
44.413527206449245,Hispanic,Divorced,0
56.54129835049727,Black,Divorced,1
37.134600532926655,Other,Single,1
27.043191320036033,Asian,Married,1
60.29825163260078,Asian,Divorced,0
36.87094394281084,Black,Single,0
50.462968442401014,Hispanic,Married,0
29.63759098632309,Other,Divorced,1
57.08039489634935,White,Single,1
40.67890628405447,Black,Married,0
40.613122609937406,Black,Divorced,0
51.092490810652194,Asian,Married,1
38.04551316894485,Hispanic,Divorced,0
42.19852232606348,White,Divorced,0
62.50846025009791,Hispanic,Married,1
53.27299267067755,Asian,Married,1
67.91528515456288,Asian,Married,1
38.349932573332325,Asian,Divorced,1
54.032329016971055,Other,Divorced,1
23.77454324225534,Hispanic,Single,0
54.36883102443536,Asian,Single,1
70.59446948639155,Other,Single,1
34.688341796479996,White,Single,0
15.460753150068879,Asian,Single,0
75.59136563768531,Hispanic,Single,0
34.2847123378579,Other,Single,0
47.49665388883526,Hispanic,Divorced,0
32.17338423477437,White,Married,1
38.682706779567894,Black,Single,0
73.57382388812141,Black,Single,0
52.2758757325191,White,Divorced,1
44.498861567772224,White,Single,0
43.29054666494939,Asian,Divorced,0
43.03383040016846,White,Divorced,1
79.17642892564382,Hispanic,Married,0
57.03508983385611,Other,Single,1
85.99375479420661,White,Divorced,1
50.58712361657822,White,Single,1
45.49678092632979,Black,Divorced,0
60.27467960875529,Asian,Divorced,1
49.042808892080586,White,Married,1
43.95722176343624,White,Single,1
50.66584307339534,Asian,Married,1
17.668975418163598,White,Divorced,1
38.3981740574322,Black,Married,1
80.07352822044895,Asian,Single,0
63.242058641645386,White,Divorced,1
29.004879426692458,Hispanic,Divorced,0
41.688913579813985,Other,Single,1
70.69274046745221,Hispanic,Married,0
51.26736177598112,Black,Married,1
39.806053445720124,Hispanic,Single,0
77.25991278425089,Asian,Divorced,1
68.73469327805915,Black,Married,0
31.975127906595905,White,Single,0
49.44978456262929,Black,Married,0
55.56918174800418,Other,Single,0
68.29600332297085,White,Divorced,1
69.77921483839489,Other,Married,1
52.574677935035936,Other,Single,1
48.479107257297215,Other,Single,0
60.198195430354055,White,Single,1
49.914080167805984,Other,Married,0
29.88544713814299,White,Married,1
46.57941870529083,Other,Divorced,0
51.17962126993045,Black,Married,0
64.19793104209846,Hispanic,Single,1
64.98044732724382,Hispanic,Divorced,0
30.904923135396206,Asian,Divorced,0
58.3311999079106,Asian,Single,1
28.4405560376085,White,Single,1
39.34887398249659,White,Single,1
67.96269185540389,Hispanic,Married,0
30.257952700037478,Other,Divorced,1
45.389930657980166,Hispanic,Divorced,0
24.453366581343776,Asian,Divorced,0
42.07893920350023,White,Single,0
35.91297956683834,White,Divorced,0
45.88799423043042,Asian,Divorced,1
28.315114726957326,Black,Single,0
52.69695810665242,Asian,Divorced,1
47.427859878072375,Hispanic,Married,1
47.197157647542994,Other,Married,1
25.715813389605035,Asian,Single,0
56.80421677198433,Asian,Married,1
40.892797605623265,Asian,Divorced,0
49.88042431513631,Other,Married,1
28.70530219340757,Black,Single,0
39.49804085554788,White,Single,1
65.62357400307086,Other,Married,1
101.05644949504762,Black,Married,0
25.270784074552232,White,Divorced,1
53.594465394557645,Black,Single,0
45.639580436107856,Hispanic,Married,0
49.675357740845264,Hispanic,Divorced,0
71.05086123266796,White,Single,1
89.32233013987556,Black,Divorced,0
45.895442872710085,Other,Single,0
46.667269180699286,White,Divorced,1
49.91391053598013,Black,Divorced,0
33.891161938949196,White,Divorced,1
70.85857045390962,Black,Single,0
57.16768096388178,Hispanic,Married,0
90.44082310627645,Other,Married,1
43.7242873353104,Hispanic,Single,0
39.450538953690604,Other,Divorced,1
41.53013185994269,Hispanic,Married,0
84.50967956258083,White,Divorced,1
5.941088777178942,Other,Married,1
50.99370883642681,White,Married,1
68.30433228966838,Asian,Single,1
65.5548863330616,Other,Married,1
64.20234270469811,White,Single,1
12.741104130460327,Black,Single,0
22.831430769954842,Hispanic,Married,0
57.98531659423526,Black,Married,0
35.7600215859159,Hispanic,Married,0
52.305088595772546,Asian,Single,1
45.54255721274713,Other,Divorced,0
44.97673463914448,Hispanic,Married,0
55.21391790193247,Black,Married,1
42.45192831296792,Asian,Single,1
51.97878626796653,Other,Single,1
48.361920283666244,Asian,Divorced,1
60.4556947666739,Asian,Single,1
42.7347841990171,White,Divorced,0
52.63738242165173,Hispanic,Divorced,1
60.457537622601244,Black,Married,0
20.96575048079135,Other,Single,0
46.76660500216519,Black,Single,1
43.04989070873674,White,Single,1
60.158417981984144,Hispanic,Divorced,0
65.54868854576884,Other,Married,1
40.0156289337402,White,Divorced,0
15.91304542043736,Other,Single,1
46.164599416520204,White,Single,0
74.86966611264967,Black,Single,0
47.99930316389781,Black,Divorced,0
79.20373712813884,White,Married,1
64.32090105560536,Asian,Divorced,1
40.96003773837642,Asian,Married,1
64.97564508839929,White,Divorced,1
65.10100520597052,Asian,Single,1
26.15324651081834,White,Married,0
48.47850193369528,Black,Married,1
57.333436908368036,Other,Single,1
54.6854809841585,Other,Divorced,0
36.77575018368683,White,Divorced,0
46.82891446959348,White,Single,0
27.115402150511756,Asian,Divorced,1
43.19958870084631,Hispanic,Married,0
14.50901128842633,Hispanic,Single,0
62.85099237686394,Hispanic,Divorced,0
24.128866690001107,Other,Single,1
64.22575493983743,Other,Divorced,1
92.31773513393803,White,Divorced,1
32.045474468466274,White,Divorced,1
37.53513821240756,Other,Divorced,1
88.91544574846722,White,Single,1
34.90062786658326,Black,Single,0
51.813525998007066,White,Married,1
50.32489172081469,Other,Divorced,1
68.92575842093552,Other,Single,1
40.57029063712401,Asian,Married,1
59.702261731206164,Hispanic,Divorced,0
81.4452067097368,Hispanic,Single,0
47.96933346623436,Other,Single,0
68.30102719992728,Hispanic,Married,1
46.9720339660242,Other,Single,0
19.331572355806795,White,Divorced,1
51.154188157274284,White,Married,1
89.51138427243556,Other,Divorced,1
63.50388991796432,Other,Married,1
38.27111761464135,Black,Single,1
46.05200069988891,Other,Divorced,1
56.40055736936276,Hispanic,Divorced,0
58.77867918765223,Hispanic,Single,0
58.663293650908706,White,Married,1
42.19663477432009,Other,Divorced,0
38.66787273093434,Asian,Married,0
37.08626194441431,Other,Single,0
40.42478224964688,Black,Married,0
43.773670076703304,Hispanic,Married,0
64.50482809721511,White,Divorced,1
62.40658924568383,Other,Married,1
58.53189677978541,Other,Divorced,1
38.93962746345185,Other,Divorced,0
48.26810064493999,White,Married,1
21.406048497476398,Black,Married,0
72.2965842008363,Other,Divorced,0
35.30028609329649,Hispanic,Married,0
40.14058989271678,Hispanic,Single,0
69.07840485725121,Black,Married,0
39.08517015893528,Asian,Single,0
49.03690085474846,Black,Married,0
64.76431563825248,Hispanic,Single,0
31.003404804188648,Black,Single,1
54.58617953739693,White,Single,1
47.479027668102184,White,Single,0
70.74367913050659,Other,Divorced,0
84.70087714764631,Asian,Married,0
68.96923933970587,Hispanic,Single,0
59.937941123192466,Black,Divorced,1
71.20405671576205,Black,Divorced,1
35.34978387938195,Black,Married,0
44.05936622751068,Asian,Married,0
63.121500062377486,Hispanic,Divorced,0
52.088729419545466,Other,Married,1
30.819873969243844,Other,Married,1
25.47032418557582,Other,Married,0
19.266655365543237,Black,Divorced,0
46.47043572531893,Asian,Divorced,0
32.84268302818864,Asian,Divorced,0
91.36972550368088,Asian,Single,1
45.74018370897835,Asian,Divorced,1
81.20798813596733,Black,Divorced,0
40.16822662858571,Asian,Divorced,1
36.3697407292915,Other,Divorced,1
49.004938547070545,Other,Married,0
60.3461035699716,Asian,Married,1
78.68852287775428,Black,Divorced,0
57.19121620043065,Hispanic,Married,1
45.528619363544244,Hispanic,Single,0
53.389491764502026,Black,Divorced,1
63.212093899540676,Asian,Divorced,1
37.79280830341179,Asian,Divorced,0
44.766091172556656,Other,Married,1
18.182656625530996,White,Divorced,0
62.85398784680656,Asian,Divorced,1
26.335797863996472,Asian,Married,1
53.895645310686724,White,Divorced,1
25.07609533603773,Black,Married,0
31.014495212725897,Other,Divorced,0
76.61629443763246,Hispanic,Divorced,0
51.31115150795485,Asian,Single,1
55.82002607611746,Asian,Single,1
51.043035214686924,Black,Single,0
32.57641433947184,Asian,Married,0
74.84955168474823,Hispanic,Divorced,1
35.514794686197796,White,Divorced,0
42.648030755328506,Asian,Single,1
73.0270342189278,Black,Divorced,1
66.0974169512066,Hispanic,Divorced,0
51.5077049182464,White,Single,1
31.676452360846557,Hispanic,Single,0
76.63234719428694,Other,Married,0
60.3257768851847,White,Divorced,0
40.17954917279548,Asian,Divorced,0
48.22495885234487,White,Divorced,1
66.43582780253585,Asian,Single,1
49.94635370727111,Hispanic,Single,0
63.48799071780008,Asian,Married,1
47.383074228067585,Black,Single,1
33.41535046797864,Other,Single,1
61.75338251153182,White,Divorced,1
42.58029415706949,Other,Single,0
37.3391490759811,White,Single,1
56.65458628872103,Other,Married,1
76.47491997677096,Hispanic,Married,0
34.442918642815094,Hispanic,Married,0
29.536465887447317,Hispanic,Divorced,0
74.16578347381505,Hispanic,Single,1
41.653773149436205,Hispanic,Divorced,0
33.433671719930075,Asian,Married,0
53.542122214605484,Other,Divorced,1
54.93145923564081,Asian,Single,1
13.499740784562018,Black,Single,1
42.86887621794998,Other,Single,1
50.295438879803434,White,Married,1
80.6899650133545,Other,Married,0
36.930475647784235,Other,Divorced,1
55.380338038218454,Black,Divorced,0
59.22310029498676,Other,Single,1
53.30485410865626,Other,Single,1
42.47270804001821,White,Single,1
21.89181264849421,Black,Divorced,0
62.99012577331138,Hispanic,Divorced,0
67.57198909692224,White,Married,1
51.52457236627415,Hispanic,Single,0
22.817766292711564,White,Divorced,1
58.24120625154754,Other,Divorced,1
54.42277096639931,Hispanic,Single,0
54.242735752503215,Asian,Single,1
25.335395558923103,Hispanic,Divorced,1
58.18244244323357,Black,Divorced,1
42.12166784418485,Black,Married,0
79.74752852831044,Asian,Divorced,1
50.14456091227926,Other,Single,0
41.359832785822206,Black,Single,1
37.365942453366664,Hispanic,Single,0
55.32180854349522,Hispanic,Married,1
67.50090104630637,Black,Single,1
65.13868960032298,Black,Married,1
28.662162433762166,Asian,Divorced,1
46.08330372896049,Hispanic,Married,0
65.12242051468856,White,Divorced,1
65.27813190701167,Black,Divorced,0
44.57888743926238,Hispanic,Single,0
63.595539743785004,Other,Single,0
38.118329174218225,White,Married,1
84.81336861018144,Black,Divorced,1
41.234976122874656,Black,Divorced,0
47.382087162304344,Other,Single,0
49.54158046370366,Hispanic,Single,0
52.26097364175056,Hispanic,Divorced,0
82.59964367120962,Other,Married,1
54.497232711714545,Hispanic,Divorced,0
42.19017470193821,White,Married,1
61.28883548219382,Asian,Married,0
86.84207915517321,White,Divorced,0
23.2153172948381,Black,Married,0
42.48012257216865,Other,Single,1
45.60986498210368,Other,Divorced,1
71.90972467217492,Other,Divorced,1
47.601315207685026,Other,Married,0
50.14329644584164,Hispanic,Married,1
15.819502694718903,Hispanic,Single,0
47.33842940060439,Black,Divorced,0
21.084892308618414,Asian,Divorced,0
38.43619207361868,Asian,Divorced,0
57.98894394706481,Other,Married,1
53.22952070108213,White,Married,1
47.70857501892644,White,Married,1
50.99133605684672,White,Single,1
32.98228877483579,Black,Divorced,0
29.05562667404066,Other,Single,0
76.00146916799507,White,Married,1
61.52283670213509,Other,Divorced,0
38.59613135862539,Black,Divorced,0
48.621858376330806,White,Divorced,0
53.74773655865436,Asian,Married,0
47.56949713455436,Asian,Single,0
76.81959274327234,Black,Single,1
56.173710998338755,Hispanic,Married,0
42.72285085226021,White,Married,0
58.06390045572254,White,Divorced,1
68.94184413339215,Black,Single,1
48.62167101629154,Asian,Married,0
69.43475414726363,White,Divorced,1
53.2227216358697,White,Divorced,1
49.97265898925408,White,Divorced,1
58.91066264893963,Hispanic,Married,1
46.15021673195582,Other,Single,1
58.01857330214403,Other,Divorced,0
51.99962774805091,Asian,Married,1
38.691344667432936,Asian,Single,0
68.30751334583367,Asian,Divorced,0
21.89822602577061,Asian,Married,0
47.16516504836793,Asian,Divorced,1
70.76032254708319,Asian,Divorced,1
38.23845710414124,Hispanic,Divorced,0
34.63023376975835,Black,Single,0
40.52015466706897,White,Single,1
28.525758716227525,Other,Single,0
48.88122766862588,White,Divorced,1
48.65651303637775,White,Single,1
66.48822554056518,Hispanic,Single,0
49.939721035428946,Asian,Single,0
46.06428132876168,Other,Divorced,0
62.30654477574566,White,Single,1
46.78830680749046,Other,Married,1
41.88561012539052,Black,Single,0
48.360557337820666,Asian,Married,0
62.121385022272676,Black,Married,0
57.44601008315818,Hispanic,Married,0
64.3339879069846,Asian,Married,0
32.20266800368129,Asian,Single,1
55.520013900762805,White,Single,1
60.872679205038324,Asian,Divorced,0
46.58851977861915,Black,Single,1
50.88590537861686,White,Married,1
61.715385984829076,Hispanic,Married,1
